stage	workload	opcode	count	share
preinstructionselect	mafft	G_ASHR	1	0.000007
preinstructionselect	SPASS	G_LOAD	37605	0.242007
preinstructionselect	SPASS	G_FRAME_INDEX	35568	0.228898
preinstructionselect	SPASS	G_STORE	19393	0.124804
preinstructionselect	SPASS	G_BR	18717	0.120453
preinstructionselect	SPASS	G_CONSTANT	15740	0.101295
preinstructionselect	SPASS	G_ICMP	8041	0.051748
preinstructionselect	SPASS	G_BRCOND	7523	0.048414
preinstructionselect	SPASS	G_PTR_ADD	3463	0.022286
preinstructionselect	SPASS	G_ADD	1644	0.010580
preinstructionselect	SPASS	G_GLOBAL_VALUE	1625	0.010458
preinstructionselect	SPASS	G_TRUNC	1111	0.007150
preinstructionselect	SPASS	G_SHL	764	0.004917
preinstructionselect	SPASS	G_SEXTLOAD	635	0.004087
preinstructionselect	SPASS	G_ZEXTLOAD	540	0.003475
preinstructionselect	SPASS	G_SUB	472	0.003038
preinstructionselect	SPASS	G_PHI	465	0.002993
preinstructionselect	SPASS	G_AND	422	0.002716
preinstructionselect	SPASS	G_ANYEXT	368	0.002368
preinstructionselect	SPASS	G_MUL	256	0.001647
preinstructionselect	SPASS	G_INTTOPTR	229	0.001474
preinstructionselect	SPASS	G_PTRTOINT	210	0.001351
preinstructionselect	SPASS	G_UDIV	177	0.001139
preinstructionselect	SPASS	G_SEXT	173	0.001113
preinstructionselect	SPASS	G_ZEXT	127	0.000817
preinstructionselect	SPASS	G_OR	29	0.000187
preinstructionselect	SPASS	G_SELECT	29	0.000187
preinstructionselect	SPASS	G_ASHR	20	0.000129
preinstructionselect	SPASS	G_SDIV	10	0.000064
preinstructionselect	SPASS	G_SITOFP	8	0.000051
preinstructionselect	SPASS	G_FCMP	6	0.000039
preinstructionselect	SPASS	G_BRJT	5	0.000032
preinstructionselect	SPASS	G_JUMP_TABLE	5	0.000032
preinstructionselect	SPASS	G_XOR	3	0.000019
preinstructionselect	SPASS	G_FPTOUI	2	0.000013
preinstructionselect	SPASS	G_VASTART	2	0.000013
preinstructionselect	SPASS	G_FCONSTANT	1	0.000006
preinstructionselect	sqlite3	G_LOAD	35121	0.223073
preinstructionselect	sqlite3	G_FRAME_INDEX	28933	0.183769
preinstructionselect	sqlite3	G_CONSTANT	24982	0.158674
preinstructionselect	sqlite3	G_BR	15505	0.098481
preinstructionselect	sqlite3	G_STORE	14617	0.092841
preinstructionselect	sqlite3	G_PTR_ADD	12250	0.077806
preinstructionselect	sqlite3	G_ICMP	7058	0.044829
preinstructionselect	sqlite3	G_BRCOND	6803	0.043210
preinstructionselect	sqlite3	G_ADD	2191	0.013916
preinstructionselect	sqlite3	G_ZEXTLOAD	2012	0.012779
preinstructionselect	sqlite3	G_SEXTLOAD	1667	0.010588
preinstructionselect	sqlite3	G_TRUNC	1180	0.007495
preinstructionselect	sqlite3	G_AND	793	0.005037
preinstructionselect	sqlite3	G_SHL	743	0.004719
preinstructionselect	sqlite3	G_MUL	638	0.004052
preinstructionselect	sqlite3	G_SEXT	467	0.002966
preinstructionselect	sqlite3	G_ZEXT	453	0.002877
preinstructionselect	sqlite3	G_ANYEXT	332	0.002109
preinstructionselect	sqlite3	G_PHI	328	0.002083
preinstructionselect	sqlite3	G_OR	295	0.001874
preinstructionselect	sqlite3	G_SUB	235	0.001493
preinstructionselect	sqlite3	G_SELECT	130	0.000826
preinstructionselect	sqlite3	G_LSHR	101	0.000642
preinstructionselect	sqlite3	G_SDIV	81	0.000514
preinstructionselect	sqlite3	G_FCONSTANT	67	0.000426
preinstructionselect	sqlite3	G_PTRTOINT	66	0.000419
preinstructionselect	sqlite3	G_SITOFP	45	0.000286
preinstructionselect	sqlite3	G_GLOBAL_VALUE	35	0.000222
preinstructionselect	sqlite3	G_FPTOSI	33	0.000210
preinstructionselect	sqlite3	G_XOR	32	0.000203
preinstructionselect	sqlite3	G_FADD	29	0.000184
preinstructionselect	sqlite3	G_ASHR	27	0.000171
preinstructionselect	sqlite3	G_INTTOPTR	25	0.000159
preinstructionselect	sqlite3	G_UDIV	25	0.000159
preinstructionselect	sqlite3	G_FMUL	23	0.000146
preinstructionselect	sqlite3	G_FCMP	22	0.000140
preinstructionselect	sqlite3	G_FDIV	19	0.000121
preinstructionselect	sqlite3	G_FSUB	19	0.000121
preinstructionselect	sqlite3	G_VASTART	11	0.000070
preinstructionselect	sqlite3	G_BRJT	10	0.000064
preinstructionselect	sqlite3	G_JUMP_TABLE	10	0.000064
preinstructionselect	sqlite3	G_FMA	9	0.000057
preinstructionselect	sqlite3	G_BITCAST	4	0.000025
preinstructionselect	sqlite3	G_FNEG	4	0.000025
preinstructionselect	sqlite3	G_UNMERGE_VALUES	4	0.000025
preinstructionselect	sqlite3	G_MERGE_VALUES	3	0.000019
preinstructionselect	sqlite3	G_UITOFP	2	0.000013
preinstructionselect	sqlite3	G_BUILD_VECTOR	1	0.000006
preinstructionselect	sqlite3	G_FPTOUI	1	0.000006
preinstructionselect	sqlite3	G_SEXT_INREG	1	0.000006
preinstructionselect	tramp3d-v4	G_FRAME_INDEX	39765	0.265653
preinstructionselect	tramp3d-v4	G_LOAD	35925	0.239999
preinstructionselect	tramp3d-v4	G_STORE	29749	0.198740
preinstructionselect	tramp3d-v4	G_CONSTANT	13728	0.091711
preinstructionselect	tramp3d-v4	G_PTR_ADD	8600	0.057453
preinstructionselect	tramp3d-v4	G_BR	7639	0.051033
preinstructionselect	tramp3d-v4	G_BRCOND	2983	0.019928
preinstructionselect	tramp3d-v4	G_AND	2299	0.015359
preinstructionselect	tramp3d-v4	G_ICMP	2249	0.015025
preinstructionselect	tramp3d-v4	G_ADD	1015	0.006781
preinstructionselect	tramp3d-v4	G_SEXTLOAD	678	0.004529
preinstructionselect	tramp3d-v4	G_TRUNC	631	0.004215
preinstructionselect	tramp3d-v4	G_PTRTOINT	533	0.003561
preinstructionselect	tramp3d-v4	G_INTTOPTR	515	0.003440
preinstructionselect	tramp3d-v4	G_SHL	461	0.003080
preinstructionselect	tramp3d-v4	G_MUL	453	0.003026
preinstructionselect	tramp3d-v4	G_ZEXTLOAD	321	0.002144
preinstructionselect	tramp3d-v4	G_ANYEXT	302	0.002018
preinstructionselect	tramp3d-v4	G_SUB	291	0.001944
preinstructionselect	tramp3d-v4	G_ZEXT	239	0.001597
preinstructionselect	tramp3d-v4	G_SDIV	203	0.001356
preinstructionselect	tramp3d-v4	G_FMUL	190	0.001269
preinstructionselect	tramp3d-v4	G_PHI	168	0.001122
preinstructionselect	tramp3d-v4	G_FCONSTANT	126	0.000842
preinstructionselect	tramp3d-v4	G_FSUB	123	0.000822
preinstructionselect	tramp3d-v4	G_SEXT	110	0.000735
preinstructionselect	tramp3d-v4	G_FMA	99	0.000661
preinstructionselect	tramp3d-v4	G_FDIV	69	0.000461
preinstructionselect	tramp3d-v4	G_FADD	45	0.000301
preinstructionselect	tramp3d-v4	G_FCMP	39	0.000261
preinstructionselect	tramp3d-v4	G_UDIV	25	0.000167
preinstructionselect	tramp3d-v4	G_FNEG	20	0.000134
preinstructionselect	tramp3d-v4	G_GLOBAL_VALUE	19	0.000127
preinstructionselect	tramp3d-v4	G_SITOFP	16	0.000107
preinstructionselect	tramp3d-v4	G_XOR	15	0.000100
preinstructionselect	tramp3d-v4	G_SELECT	13	0.000087
preinstructionselect	tramp3d-v4	G_TRAP	10	0.000067
preinstructionselect	tramp3d-v4	G_FABS	6	0.000040
preinstructionselect	tramp3d-v4	G_OR	6	0.000040
preinstructionselect	tramp3d-v4	G_UMULH	4	0.000027
preinstructionselect	tramp3d-v4	G_BITCAST	2	0.000013
preinstructionselect	tramp3d-v4	G_FPTOSI	2	0.000013
preinstructionselect	tramp3d-v4	G_CTLZ	1	0.000007
preinstructionselect	tramp3d-v4	G_VASTART	1	0.000007
