workload	opcode	origin	visit	types	memory	action	type_idx	new_type	count	share_percent
sqlite3	G_SELECT	initial	first	p0,i1	-	WidenScalar	1	i32	42	0.023165
sqlite3	G_ZEXTLOAD	initial	first	i64,p0	i32@32@not_atomic@not_atomic	Legal	0	-	40	0.022062
sqlite3	G_ZEXTLOAD	initial	first	i64,p0	i8@8@not_atomic@not_atomic	Legal	0	-	40	0.022062
sqlite3	G_ZEXT	initial	first	i64,i32	-	Legal	0	-	39	0.021511
sqlite3	G_LOAD	initial	first	f128,p0	f128@128@not_atomic@not_atomic	Legal	0	-	37	0.020408
sqlite3	G_MEMSET	initial	first	p0,i8,i64	s8@64@not_atomic@not_atomic	Libcall	0	-	36	0.019856
sqlite3	G_STORE	initial	first	p0,p0	p0@8@not_atomic@not_atomic	Legal	0	-	34	0.018753
sqlite3	G_SITOFP	initial	first	f64,i32	-	Legal	0	-	32	0.017650
sqlite3	G_MEMCPY	initial	first	p0,p0,i64	s8@64@not_atomic@not_atomic,s8@64@not_atomic@not_atomic	Libcall	0	-	30	0.016547
sqlite3	G_FADD	initial	first	f64	-	Legal	0	-	29	0.015995
sqlite3	G_FPTOSI	initial	first	i32,f64	-	Legal	0	-	27	0.014892
sqlite3	G_INTTOPTR	initial	first	p0,i64	-	Legal	0	-	25	0.013789
sqlite3	G_STORE	initial	first	f128,p0	f128@128@not_atomic@not_atomic	Legal	0	-	25	0.013789
sqlite3	G_STORE	initial	first	i16,p0	i16@64@not_atomic@not_atomic	Legal	0	-	25	0.013789
sqlite3	G_FCONSTANT	initial	first	f128	-	Legal	0	-	24	0.013237
sqlite3	G_ADD	initial	revisit	i32	-	Legal	0	-	23	0.012686
sqlite3	G_ASHR	initial	first	i32,i32	-	Custom	0	-	23	0.012686
sqlite3	G_ASHR	initial	revisit	i32,i64	-	Legal	0	-	23	0.012686
sqlite3	G_FMUL	initial	first	f64	-	Legal	0	-	23	0.012686
sqlite3	G_FCMP	initial	first	i1,f64	-	WidenScalar	0	i32	22	0.012134
sqlite3	G_FCMP	initial	revisit	i32,f64	-	Legal	0	-	22	0.012134
sqlite3	G_XOR	initial	first	i32	-	Legal	0	-	22	0.012134
sqlite3	G_SEXTLOAD	initial	first	i32,p0	i8@8@not_atomic@not_atomic	Legal	0	-	21	0.011583
sqlite3	G_FDIV	initial	first	f64	-	Legal	0	-	19	0.010480
sqlite3	G_FSUB	initial	first	f64	-	Legal	0	-	19	0.010480
sqlite3	G_OR	initial	first	i64	-	Legal	0	-	19	0.010480
sqlite3	G_AND	initial	first	i64	-	Legal	0	-	18	0.009928
sqlite3	G_SEXTLOAD	initial	first	i32,p0	i16@16@not_atomic@not_atomic	Legal	0	-	17	0.009376
sqlite3	G_MEMSET	initial	first	p0,i8,i64	s8@8@not_atomic@not_atomic	Libcall	0	-	16	0.008825
sqlite3	G_MUL	generated	first	i32	-	Legal	0	-	16	0.008825
sqlite3	G_SUB	generated	first	i32	-	Legal	0	-	16	0.008825
sqlite3	G_FMUL	initial	first	f128	-	Libcall	0	-	15	0.008273
sqlite3	G_SITOFP	initial	first	f64,i64	-	Legal	0	-	13	0.007170
sqlite3	G_ZEXTLOAD	initial	first	i32,p0	s8@32@not_atomic@not_atomic	Legal	0	-	13	0.007170
sqlite3	G_CONSTANT	initial	first	s64	-	Legal	0	-	12	0.006619
sqlite3	G_PTR_ADD	initial	first	p0,s64	-	Legal	0	-	12	0.006619
sqlite3	G_SDIV	generated	first	i32	-	Legal	0	-	12	0.006619
sqlite3	G_SREM	initial	first	i32	-	Lower	0	-	12	0.006619
sqlite3	G_STORE	initial	first	i32,p0	s32@8@not_atomic@not_atomic	Legal	0	-	12	0.006619
sqlite3	G_UDIV	initial	first	i32	-	Legal	0	-	12	0.006619
sqlite3	G_LOAD	initial	first	i32,p0	s32@8@not_atomic@not_atomic	Legal	0	-	11	0.006067
sqlite3	G_PHI	initial	first	i64	-	Legal	0	-	11	0.006067
sqlite3	G_VASTART	initial	first	p0	s256@64@not_atomic@not_atomic	Legal	0	-	11	0.006067
sqlite3	G_ZEXTLOAD	initial	first	i64,p0	i16@32@not_atomic@not_atomic	Legal	0	-	11	0.006067
sqlite3	G_BRJT	initial	first	p0,i64	-	Legal	0	-	10	0.005516
sqlite3	G_JUMP_TABLE	initial	first	p0	-	Legal	0	-	10	0.005516
sqlite3	G_LOAD	initial	first	i16,p0	i16@16@not_atomic@not_atomic	Legal	0	-	10	0.005516
sqlite3	G_ADD	initial	first	i8	-	WidenScalar	0	i32	9	0.004964
sqlite3	G_FCMP	initial	first	i1,f128	-	WidenScalar	0	i32	9	0.004964
sqlite3	G_FCMP	initial	revisit	i32,f128	-	Libcall	0	-	9	0.004964
sqlite3	G_FMA	initial	first	f64	-	Legal	0	-	9	0.004964
sqlite3	G_ICMP	generated	first	i32,i32	-	Legal	0	-	9	0.004964
sqlite3	G_TRUNC	generated	first	i8,i32	-	Legal	0	-	9	0.004964
sqlite3	G_ADD	initial	first	i16	-	WidenScalar	0	i32	8	0.004412
sqlite3	G_LOAD	initial	first	i16,p0	i16@32@not_atomic@not_atomic	Legal	0	-	8	0.004412
sqlite3	G_LOAD	initial	first	i64,p0	s64@64@not_atomic@not_atomic	Legal	0	-	8	0.004412
sqlite3	G_MUL	generated	first	i64	-	Legal	0	-	8	0.004412
sqlite3	G_SUB	generated	first	i64	-	Legal	0	-	8	0.004412
sqlite3	G_ZEXTLOAD	initial	first	i64,p0	i32@64@not_atomic@not_atomic	Legal	0	-	8	0.004412
sqlite3	G_ANYEXT	generated	first	i32,i8	-	Legal	0	-	7	0.003861
sqlite3	G_SDIV	initial	first	i64	-	Legal	0	-	7	0.003861
sqlite3	G_STORE	initial	first	i64,p0	s64@64@not_atomic@not_atomic	Legal	0	-	7	0.003861
sqlite3	G_ZEXTLOAD	initial	first	i64,p0	i16@16@not_atomic@not_atomic	Legal	0	-	7	0.003861
sqlite3	G_FPTOSI	initial	first	i64,f64	-	Legal	0	-	6	0.003309
sqlite3	G_LOAD	initial	first	i16,p0	s16@8@not_atomic@not_atomic	Legal	0	-	6	0.003309
sqlite3	G_LOAD	initial	first	i32,p0	i32@128@not_atomic@not_atomic	Legal	0	-	6	0.003309
sqlite3	G_LSHR	initial	first	i64,i64	-	Legal	0	-	6	0.003309
sqlite3	G_TRUNC	initial	first	i8,i64	-	Legal	0	-	6	0.003309
sqlite3	G_UDIV	generated	first	i64	-	Legal	0	-	6	0.003309
sqlite3	G_UREM	initial	first	i64	-	Lower	0	-	6	0.003309
sqlite3	G_ZEXTLOAD	initial	first	i32,p0	i16@64@not_atomic@not_atomic	Legal	0	-	6	0.003309
sqlite3	G_AND	generated	first	i64	-	Legal	0	-	5	0.002758
sqlite3	G_ANYEXT	generated	first	i64,i32	-	Legal	0	-	5	0.002758
sqlite3	G_SEXTLOAD	initial	first	i32,p0	i8@64@not_atomic@not_atomic	Legal	0	-	5	0.002758
sqlite3	G_SEXTLOAD	initial	first	i64,p0	i16@64@not_atomic@not_atomic	Legal	0	-	5	0.002758
sqlite3	G_STORE	initial	first	i64,p0	s64@8@not_atomic@not_atomic	Legal	0	-	5	0.002758
sqlite3	G_TRUNC	generated	first	i32,i64	-	Legal	0	-	5	0.002758
sqlite3	G_TRUNC	initial	first	i8,i16	-	Legal	0	-	5	0.002758
sqlite3	G_XOR	initial	first	i64	-	Legal	0	-	5	0.002758
sqlite3	G_ASHR	initial	first	i64,i64	-	Legal	0	-	4	0.002206
sqlite3	G_FADD	initial	first	f128	-	Libcall	0	-	4	0.002206
sqlite3	G_FNEG	initial	first	f64	-	Legal	0	-	4	0.002206
sqlite3	G_LOAD	initial	first	f128,p0	s128@8@not_atomic@not_atomic	Legal	0	-	4	0.002206
sqlite3	G_LOAD	initial	first	i64,p0	s64@8@not_atomic@not_atomic	Legal	0	-	4	0.002206
sqlite3	G_MEMSET	initial	first	p0,i8,i64	s8@32@not_atomic@not_atomic	Libcall	0	-	4	0.002206
sqlite3	G_PTRTOINT	initial	first	i32,p0	-	WidenScalar	0	i64	4	0.002206
sqlite3	G_PTRTOINT	initial	revisit	i64,p0	-	Legal	0	-	4	0.002206
sqlite3	G_SEXTLOAD	initial	first	i32,p0	i16@32@not_atomic@not_atomic	Legal	0	-	4	0.002206
sqlite3	G_STORE	initial	first	i16,p0	s16@8@not_atomic@not_atomic	Legal	0	-	4	0.002206
sqlite3	G_UDIV	generated	first	i32	-	Legal	0	-	4	0.002206
sqlite3	G_UREM	initial	first	i32	-	Lower	0	-	4	0.002206
sqlite3	G_XOR	generated	first	i64	-	Legal	0	-	4	0.002206
sqlite3	G_XOR	generated	revisit	i64	-	Legal	0	-	4	0.002206
sqlite3	G_FPEXT	initial	first	f128,f64	-	Libcall	0	-	3	0.001655
sqlite3	G_ICMP	initial	first	i1,i16	-	WidenScalar	1	i32	3	0.001655
sqlite3	G_LOAD	initial	first	i32,p0	s32@32@not_atomic@not_atomic	Legal	0	-	3	0.001655
sqlite3	G_LOAD	initial	first	p0,p0	p0@128@not_atomic@not_atomic	Legal	0	-	3	0.001655
sqlite3	G_MEMCPY	initial	first	p0,p0,i64	s8@64@not_atomic@not_atomic,s8@8@not_atomic@not_atomic	Libcall	0	-	3	0.001655
sqlite3	G_SITOFP	initial	first	f128,i32	-	Libcall	0	-	3	0.001655
sqlite3	G_UDIV	initial	first	i64	-	Legal	0	-	3	0.001655
sqlite3	G_ZEXT	generated	first	i32,i16	-	Legal	0	-	3	0.001655
sqlite3	G_ZEXTLOAD	initial	first	i64,p0	i8@64@not_atomic@not_atomic	Legal	0	-	3	0.001655
sqlite3	G_BITCAST	generated	first	f128,i128	-	Legal	0	-	2	0.001103
sqlite3	G_BITCAST	generated	first	i128,f128	-	Legal	0	-	2	0.001103
sqlite3	G_CONSTANT	generated	first	i128	-	NarrowScalar	0	i64	2	0.001103
sqlite3	G_FDIV	initial	first	f128	-	Libcall	0	-	2	0.001103
sqlite3	G_FNEG	initial	first	f128	-	Lower	0	-	2	0.001103
sqlite3	G_LOAD	initial	first	i16,p0	i16@64@not_atomic@not_atomic	Legal	0	-	2	0.001103
sqlite3	G_LOAD	initial	first	i32,p0	i8@16@not_atomic@not_atomic	Legal	0	-	2	0.001103
sqlite3	G_LOAD	initial	first	i32,p0	i8@64@not_atomic@not_atomic	Legal	0	-	2	0.001103
sqlite3	G_LOAD	initial	first	i64,p0	s64@32@not_atomic@not_atomic	Legal	0	-	2	0.001103
sqlite3	G_LOAD	initial	first	i8,p0	s8@8@not_atomic@not_atomic	Legal	0	-	2	0.001103
sqlite3	G_MEMCPY	initial	first	p0,p0,i64	s8@32@not_atomic@not_atomic,s8@32@not_atomic@not_atomic	Libcall	0	-	2	0.001103
sqlite3	G_MEMCPY	initial	first	p0,p0,i64	s8@32@not_atomic@not_atomic,s8@64@not_atomic@not_atomic	Libcall	0	-	2	0.001103
sqlite3	G_MERGE_VALUES	generated	first	i128,i64	-	Legal	0	-	2	0.001103
sqlite3	G_MUL	initial	revisit	i32	-	Legal	0	-	2	0.001103
sqlite3	G_PHI	generated	first	f64	-	Legal	0	-	2	0.001103
sqlite3	G_SDIV	generated	first	i64	-	Legal	0	-	2	0.001103
sqlite3	G_SREM	initial	first	i64	-	Lower	0	-	2	0.001103
sqlite3	G_STORE	initial	first	<2 x i64>,p0	<2 x i64>@64@not_atomic@not_atomic	Legal	0	-	2	0.001103
sqlite3	G_STORE	initial	first	i16,p0	s16@64@not_atomic@not_atomic	Legal	0	-	2	0.001103
sqlite3	G_STORE	initial	first	i32,p0	s32@32@not_atomic@not_atomic	Legal	0	-	2	0.001103
sqlite3	G_STORE	initial	first	i64,p0	s64@32@not_atomic@not_atomic	Legal	0	-	2	0.001103
sqlite3	G_STORE	initial	first	i8,p0	s8@8@not_atomic@not_atomic	Legal	0	-	2	0.001103
sqlite3	G_SUB	initial	revisit	i32	-	Legal	0	-	2	0.001103
sqlite3	G_UITOFP	initial	first	f64,i32	-	Legal	0	-	2	0.001103
sqlite3	G_UNMERGE_VALUES	generated	first	f64,f128	-	Legal	0	-	2	0.001103
sqlite3	G_UNMERGE_VALUES	generated	first	i64,i128	-	Legal	0	-	2	0.001103
sqlite3	G_XOR	generated	first	i128	-	NarrowScalar	0	i64	2	0.001103
sqlite3	G_BUILD_VECTOR	initial	first	<2 x i64>,i64	-	Legal	0	-	1	0.000552
sqlite3	G_FPTOSI	initial	first	i32,f128	-	Libcall	0	-	1	0.000552
sqlite3	G_FPTOUI	initial	first	i64,f64	-	Legal	0	-	1	0.000552
sqlite3	G_FPTRUNC	initial	first	f64,f128	-	Libcall	0	-	1	0.000552
sqlite3	G_FSUB	initial	first	f128	-	Libcall	0	-	1	0.000552
sqlite3	G_LOAD	initial	first	i32,p0	i16@16@not_atomic@not_atomic	Legal	0	-	1	0.000552
sqlite3	G_MEMCPY	initial	first	p0,p0,i64	s8@8@not_atomic@not_atomic,s8@64@not_atomic@not_atomic	Libcall	0	-	1	0.000552
sqlite3	G_MEMMOVE	initial	first	p0,p0,i64	s8@8@not_atomic@not_atomic,s8@8@not_atomic@not_atomic	Libcall	0	-	1	0.000552
sqlite3	G_MEMMOVE	initial	first	p0,p0,i64	s8@64@not_atomic@not_atomic,s8@64@not_atomic@not_atomic	Libcall	0	-	1	0.000552
sqlite3	G_MERGE_VALUES	generated	first	f128,f64	-	Legal	0	-	1	0.000552
sqlite3	G_OR	initial	revisit	i32	-	Legal	0	-	1	0.000552
sqlite3	G_PHI	initial	first	f128	-	NarrowScalar	0	f64	1	0.000552
sqlite3	G_PHI	initial	first	f64	-	Legal	0	-	1	0.000552
sqlite3	G_SEXTLOAD	initial	first	i64,p0	i8@8@not_atomic@not_atomic	Legal	0	-	1	0.000552
sqlite3	G_SEXT_INREG	generated	first	i64	-	Legal	0	-	1	0.000552
sqlite3	G_STORE	initial	first	f128,p0	s128@8@not_atomic@not_atomic	Legal	0	-	1	0.000552
sqlite3	G_XOR	initial	first	i1	-	WidenScalar	0	i32	1	0.000552
sqlite3	G_XOR	initial	revisit	i32	-	Legal	0	-	1	0.000552
sqlite3	G_ZEXTLOAD	initial	first	i64,p0	i8@16@not_atomic@not_atomic	Legal	0	-	1	0.000552
sqlite3	G_ZEXTLOAD	initial	first	i64,p0	s8@64@not_atomic@not_atomic	Legal	0	-	1	0.000552
tramp3d-v4	G_FRAME_INDEX	initial	first	p0	-	Legal	0	-	39765	24.730862
tramp3d-v4	G_LOAD	initial	first	p0,p0	p0@64@not_atomic@not_atomic	Legal	0	-	28439	17.686935
tramp3d-v4	G_STORE	initial	first	p0,p0	p0@64@not_atomic@not_atomic	Legal	0	-	23008	14.309259
tramp3d-v4	G_PTR_ADD	initial	first	p0,i64	-	Legal	0	-	8600	5.348558
tramp3d-v4	G_CONSTANT	initial	first	i64	-	Legal	0	-	8382	5.212978
tramp3d-v4	G_BR	initial	first	-	-	Legal	0	-	7639	4.750888
tramp3d-v4	G_BRCOND	initial	revisit	i32	-	Legal	0	-	4966	3.088481
tramp3d-v4	G_LOAD	initial	first	i32,p0	i32@32@not_atomic@not_atomic	Legal	0	-	4228	2.629500
tramp3d-v4	G_STORE	initial	first	i32,p0	i32@32@not_atomic@not_atomic	Legal	0	-	3406	2.118278
tramp3d-v4	G_BRCOND	initial	first	i1	-	WidenScalar	0	i32	2983	1.855203
tramp3d-v4	G_CONSTANT	initial	first	i32	-	Legal	0	-	2899	1.802962
tramp3d-v4	G_AND	generated	first	i32	-	Legal	0	-	1955	1.215864
tramp3d-v4	G_CONSTANT	generated	first	i32	-	Legal	0	-	1669	1.037993
tramp3d-v4	G_ICMP	initial	revisit	i32,i32	-	Legal	0	-	1390	0.864476
tramp3d-v4	G_LOAD	initial	first	i64,p0	i64@64@not_atomic@not_atomic	Legal	0	-	1259	0.783004
tramp3d-v4	G_ICMP	initial	first	i1,i32	-	WidenScalar	0	i32	1117	0.694691
tramp3d-v4	G_STORE	initial	first	i64,p0	i64@64@not_atomic@not_atomic	Legal	0	-	1083	0.673545
tramp3d-v4	G_GLOBAL_VALUE	initial	first	p0	-	Custom	0	-	925	0.575281
tramp3d-v4	G_ADD	initial	first	i32	-	Legal	0	-	908	0.564708
tramp3d-v4	G_LOAD	initial	first	f64,p0	f64@64@not_atomic@not_atomic	Legal	0	-	713	0.443433
tramp3d-v4	G_SEXTLOAD	initial	first	i64,p0	i32@32@not_atomic@not_atomic	Legal	0	-	677	0.421043
tramp3d-v4	G_ICMP	initial	first	i1,p0	-	WidenScalar	0	i32	587	0.365070
tramp3d-v4	G_ICMP	initial	revisit	i32,p0	-	Legal	0	-	587	0.365070
tramp3d-v4	G_STORE	initial	first	i64,p0	s64@64@not_atomic@not_atomic	Legal	0	-	536	0.333352
tramp3d-v4	G_PTRTOINT	initial	first	i64,p0	-	Legal	0	-	533	0.331486
tramp3d-v4	G_LOAD	initial	first	i64,p0	s64@64@not_atomic@not_atomic	Legal	0	-	520	0.323401
tramp3d-v4	G_INTTOPTR	initial	first	p0,i64	-	Legal	0	-	515	0.320292
tramp3d-v4	G_CONSTANT	initial	first	p0	-	Legal	0	-	506	0.314694
tramp3d-v4	G_STORE	initial	first	f64,p0	f64@64@not_atomic@not_atomic	Legal	0	-	461	0.286708
tramp3d-v4	G_STORE	initial	first	i8,p0	i8@8@not_atomic@not_atomic	Legal	0	-	460	0.286086
tramp3d-v4	G_SHL	initial	first	i64,i64	-	Legal	0	-	454	0.282354
tramp3d-v4	G_CONSTANT	initial	first	i8	-	Legal	0	-	410	0.254989
tramp3d-v4	G_TRUNC	generated	first	i8,i32	-	Legal	0	-	395	0.245661
tramp3d-v4	G_CONSTANT	initial	first	i1	-	WidenScalar	0	i8	394	0.245039
tramp3d-v4	G_CONSTANT	initial	revisit	i8	-	Legal	0	-	394	0.245039
tramp3d-v4	G_AND	generated	revisit	i32	-	Legal	0	-	363	0.225759
tramp3d-v4	G_MUL	initial	first	i64	-	Legal	0	-	339	0.210833
tramp3d-v4	G_AND	generated	first	i8	-	WidenScalar	0	i32	311	0.193419
tramp3d-v4	G_ZEXTLOAD	initial	first	i64,p0	i8@8@not_atomic@not_atomic	Legal	0	-	296	0.184090
tramp3d-v4	G_ICMP	initial	first	i1,i64	-	WidenScalar	0	i32	283	0.176005
tramp3d-v4	G_ICMP	initial	revisit	i32,i64	-	Legal	0	-	283	0.176005
tramp3d-v4	G_STORE	generated	first	i8,p0	i8@8@not_atomic@not_atomic	Legal	0	-	260	0.161701
tramp3d-v4	G_STORE	initial	first	i1,p0	i1@8@not_atomic@not_atomic	WidenScalar	0	i8	260	0.161701
tramp3d-v4	G_STORE	initial	revisit	i8,p0	i1@8@not_atomic@not_atomic	Lower	0	-	260	0.161701
tramp3d-v4	G_ICMP	initial	first	i1,i8	-	WidenScalar	1	i32	256	0.159213
tramp3d-v4	G_ICMP	initial	revisit	i1,i32	-	WidenScalar	0	i32	256	0.159213
tramp3d-v4	G_ZEXT	generated	first	i32,i8	-	Legal	0	-	239	0.148640
tramp3d-v4	G_SUB	initial	first	i64	-	Legal	0	-	216	0.134336
tramp3d-v4	G_CONSTANT	generated	first	i8	-	Legal	0	-	212	0.131848
tramp3d-v4	G_LOAD	initial	first	i8,p0	i8@8@not_atomic@not_atomic	Legal	0	-	202	0.125629
tramp3d-v4	G_STORE	initial	first	i32,p0	i32@64@not_atomic@not_atomic	Legal	0	-	196	0.121897
tramp3d-v4	G_FMUL	initial	first	f64	-	Legal	0	-	190	0.118166
tramp3d-v4	G_SDIV	initial	first	i64	-	Legal	0	-	177	0.110081
tramp3d-v4	G_FCONSTANT	initial	first	f64	-	Legal	0	-	167	0.103862
tramp3d-v4	G_TRUNC	initial	first	i8,i64	-	Legal	0	-	166	0.103240
tramp3d-v4	G_LOAD	initial	first	i32,p0	i32@64@not_atomic@not_atomic	Legal	0	-	147	0.091423
tramp3d-v4	G_ANYEXT	generated	first	i32,i8	-	Legal	0	-	143	0.088935
tramp3d-v4	G_TRUNC	initial	first	i32,i64	-	Legal	0	-	137	0.085204
tramp3d-v4	G_STORE	initial	first	f128,p0	s128@64@not_atomic@not_atomic	Legal	0	-	130	0.080850
tramp3d-v4	G_LOAD	generated	first	i8,p0	i8@8@not_atomic@not_atomic	Legal	0	-	126	0.078363
tramp3d-v4	G_LOAD	initial	first	i1,p0	i1@8@not_atomic@not_atomic	Lower	0	-	126	0.078363
tramp3d-v4	G_STORE	initial	revisit	i8,p0	i8@8@not_atomic@not_atomic	Legal	0	-	126	0.078363
tramp3d-v4	G_FSUB	initial	first	f64	-	Legal	0	-	123	0.076497
tramp3d-v4	G_LOAD	initial	first	f128,p0	s128@64@not_atomic@not_atomic	Legal	0	-	114	0.070899
tramp3d-v4	G_SEXT	initial	first	i64,i32	-	Legal	0	-	110	0.068412
tramp3d-v4	G_ADD	initial	first	i64	-	Legal	0	-	107	0.066546
tramp3d-v4	G_MUL	initial	first	i32	-	Legal	0	-	100	0.062193
tramp3d-v4	G_TRUNC	initial	first	i8,i32	-	Legal	0	-	100	0.062193
tramp3d-v4	G_FMA	initial	first	f64	-	Legal	0	-	99	0.061571
tramp3d-v4	G_STORE	initial	first	i8,p0	i8@64@not_atomic@not_atomic	Legal	0	-	87	0.054108
tramp3d-v4	G_FDIV	initial	first	f64	-	Legal	0	-	69	0.042913
tramp3d-v4	G_PHI	initial	first	p0	-	Legal	0	-	68	0.042291
tramp3d-v4	G_SUB	initial	first	i32	-	Legal	0	-	65	0.040425
tramp3d-v4	G_CONSTANT	generated	first	i16	-	Legal	0	-	57	0.035450
tramp3d-v4	G_PHI	initial	revisit	i16	-	Legal	0	-	57	0.035450
tramp3d-v4	G_PHI	initial	first	i1	-	WidenScalar	0	i16	53	0.032962
tramp3d-v4	G_ANYEXT	generated	first	i32,i16	-	Legal	0	-	49	0.030474
tramp3d-v4	G_TRUNC	generated	first	i16,i32	-	Legal	0	-	49	0.030474
tramp3d-v4	G_FADD	initial	first	f64	-	Legal	0	-	45	0.027987
tramp3d-v4	G_LOAD	initial	first	i8,p0	i8@64@not_atomic@not_atomic	Legal	0	-	42	0.026121
tramp3d-v4	G_FCMP	initial	first	i1,f64	-	WidenScalar	0	i32	39	0.024255
tramp3d-v4	G_FCMP	initial	revisit	i32,f64	-	Legal	0	-	39	0.024255
tramp3d-v4	G_LOAD	initial	first	f128,p0	s128@32@not_atomic@not_atomic	Legal	0	-	31	0.019280
tramp3d-v4	G_LOAD	initial	first	i64,p0	s64@32@not_atomic@not_atomic	Legal	0	-	29	0.018036
tramp3d-v4	G_UDIV	initial	first	i64	-	Legal	0	-	25	0.015548
tramp3d-v4	G_LOAD	initial	first	i32,p0	s32@64@not_atomic@not_atomic	Legal	0	-	24	0.014926
tramp3d-v4	G_STORE	initial	first	i32,p0	s32@64@not_atomic@not_atomic	Legal	0	-	24	0.014926
tramp3d-v4	G_STORE	initial	first	p0,p0	p0@8@not_atomic@not_atomic	Legal	0	-	22	0.013682
tramp3d-v4	G_XOR	initial	revisit	i32	-	Legal	0	-	22	0.013682
tramp3d-v4	G_PHI	initial	first	i64	-	Legal	0	-	21	0.013060
tramp3d-v4	G_FNEG	initial	first	f64	-	Legal	0	-	20	0.012439
tramp3d-v4	G_AND	initial	first	i8	-	WidenScalar	0	i32	17	0.010573
tramp3d-v4	G_AND	initial	revisit	i32	-	Legal	0	-	17	0.010573
tramp3d-v4	G_SDIV	initial	first	i32	-	Legal	0	-	16	0.009951
tramp3d-v4	G_SELECT	initial	revisit	i32,i32	-	Legal	0	-	16	0.009951
tramp3d-v4	G_PHI	initial	first	f64	-	Legal	0	-	15	0.009329
tramp3d-v4	G_STORE	initial	first	f128,p0	s128@32@not_atomic@not_atomic	Legal	0	-	15	0.009329
tramp3d-v4	G_STORE	initial	first	i8,p0	i8@32@not_atomic@not_atomic	Legal	0	-	14	0.008707
tramp3d-v4	G_STORE	initial	first	i64,p0	s64@32@not_atomic@not_atomic	Legal	0	-	13	0.008085
tramp3d-v4	G_ZEXTLOAD	initial	first	i32,p0	i8@8@not_atomic@not_atomic	Legal	0	-	13	0.008085
tramp3d-v4	G_LOAD	initial	first	i8,p0	i8@64@acquire@not_atomic	Legal	0	-	12	0.007463
tramp3d-v4	G_LOAD	initial	first	p0,p0	p0@128@not_atomic@not_atomic	Legal	0	-	11	0.006841
tramp3d-v4	G_PHI	initial	first	i32	-	Legal	0	-	11	0.006841
tramp3d-v4	G_SITOFP	initial	first	f64,i32	-	Legal	0	-	11	0.006841
tramp3d-v4	G_XOR	initial	first	i1	-	WidenScalar	0	i32	11	0.006841
tramp3d-v4	G_CONSTANT	generated	first	i64	-	Legal	0	-	10	0.006219
tramp3d-v4	G_MEMMOVE	initial	first	p0,p0,i64	s8@64@not_atomic@not_atomic,s8@64@not_atomic@not_atomic	Libcall	0	-	10	0.006219
tramp3d-v4	G_TRAP	initial	first	-	-	Legal	0	-	10	0.006219
tramp3d-v4	G_AND	initial	first	i32	-	Legal	0	-	9	0.005597
tramp3d-v4	G_STORE	initial	revisit	i8,p0	i8@64@not_atomic@not_atomic	Legal	0	-	9	0.005597
tramp3d-v4	G_MUL	generated	first	i32	-	Legal	0	-	8	0.004975
tramp3d-v4	G_SDIV	generated	first	i32	-	Legal	0	-	8	0.004975
tramp3d-v4	G_SELECT	initial	revisit	i64,i32	-	Legal	0	-	8	0.004975
tramp3d-v4	G_SREM	initial	first	i32	-	Lower	0	-	8	0.004975
tramp3d-v4	G_STORE	initial	first	i8,p0	i8@16@not_atomic@not_atomic	Legal	0	-	8	0.004975
tramp3d-v4	G_STORE	initial	first	s128,p0	s128@8@not_atomic@not_atomic	Legal	0	-	8	0.004975
tramp3d-v4	G_SUB	generated	first	i32	-	Legal	0	-	8	0.004975
tramp3d-v4	G_SHL	initial	first	i32,i32	-	Custom	0	-	7	0.004353
tramp3d-v4	G_ZEXTLOAD	initial	first	i64,p0	i32@32@not_atomic@not_atomic	Legal	0	-	7	0.004353
tramp3d-v4	G_FABS	initial	first	f64	-	Legal	0	-	6	0.003732
tramp3d-v4	G_ICMP	generated	first	i1,i64	-	WidenScalar	0	i32	6	0.003732
tramp3d-v4	G_ICMP	generated	revisit	i32,i64	-	Legal	0	-	6	0.003732
tramp3d-v4	G_LOAD	initial	first	i32,p0	i8@64@not_atomic@not_atomic	Legal	0	-	6	0.003732
tramp3d-v4	G_SELECT	initial	first	i32,i1	-	WidenScalar	1	i32	6	0.003732
tramp3d-v4	G_AND	initial	first	i64	-	Legal	0	-	5	0.003110
tramp3d-v4	G_LOAD	initial	first	i32,p0	i8@128@not_atomic@not_atomic	Legal	0	-	5	0.003110
tramp3d-v4	G_LOAD	initial	first	i8,p0	i8@32@not_atomic@not_atomic	Legal	0	-	5	0.003110
tramp3d-v4	G_SITOFP	initial	first	f64,i64	-	Legal	0	-	5	0.003110
tramp3d-v4	G_STORE	initial	first	i64,p0	i64@8@not_atomic@not_atomic	Legal	0	-	5	0.003110
tramp3d-v4	G_TRUNC	generated	first	i8,i16	-	Legal	0	-	5	0.003110
tramp3d-v4	G_ZEXTLOAD	initial	first	i64,p0	i32@64@not_atomic@not_atomic	Legal	0	-	5	0.003110
tramp3d-v4	G_LOAD	initial	first	i32,p0	s32@32@not_atomic@not_atomic	Legal	0	-	4	0.002488
tramp3d-v4	G_MUL	initial	revisit	i64	-	Legal	0	-	4	0.002488
tramp3d-v4	G_OR	generated	revisit	i32	-	Legal	0	-	4	0.002488
tramp3d-v4	G_SELECT	initial	first	i64,i1	-	WidenScalar	1	i32	4	0.002488
tramp3d-v4	G_STORE	initial	first	i32,p0	s32@32@not_atomic@not_atomic	Legal	0	-	4	0.002488
tramp3d-v4	G_UMULH	generated	first	i64	-	Legal	0	-	4	0.002488
