workload	kind	callee	calling_conv	is_vararg	is_tail	is_musttail	can_lower_return	features	return_type	arg_types	split_arg_types	count	share_percent
7zip	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1,i1,i1,ptr{pointer},ptr{pointer},i64	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1,i1,i1,ptr{pointer},ptr{pointer},i64	1	0.003717
7zip	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	1	0.003717
7zip	invoke	direct	0	1	0	0	1	-	i32	ptr{pointer},i32,i32{vararg}	ptr{pointer},i32,i32{vararg}	1	0.003717
7zip	invoke	indirect	0	0	0	0	1	-	i32	ptr{pointer},i32,i1	ptr{pointer},i32,i1	1	0.003717
7zip	invoke	indirect	0	0	0	0	1	-	i32	ptr{pointer},i64,i64,ptr{pointer}	ptr{pointer},i64,i64,ptr{pointer}	1	0.003717
7zip	invoke	indirect	0	0	0	0	1	-	i32	ptr{pointer},i64,ptr{pointer}	ptr{pointer},i64,ptr{pointer}	1	0.003717
7zip	invoke	indirect	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i1,i32,ptr{pointer}	ptr{pointer},ptr{pointer},i1,i32,ptr{pointer}	1	0.003717
7zip	invoke	indirect	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32,i1	ptr{pointer},ptr{pointer},i32,i1	1	0.003717
7zip	invoke	indirect	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	1	0.003717
Bullet	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer}	ptr{pointer}	6345	20.959963
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer}	ptr{pointer}	4515	14.914773
Bullet	call	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	2111	6.973441
Bullet	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32	ptr{pointer},i32	1728	5.708245
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer}	ptr{pointer}	1650	5.450581
Bullet	call	direct	0	0	0	0	1	-	i32	ptr{pointer}	ptr{pointer}	1517	5.011232
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	1478	4.882400
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	1045	3.452035
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	928	3.065539
Bullet	call	direct	0	0	0	0	1	-	float	float	float	560	1.849894
Bullet	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	540	1.783827
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer}	ptr{pointer}	514	1.697939
Bullet	invoke	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32	ptr{pointer},i32	458	1.512949
Bullet	invoke	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer}	ptr{pointer}	366	1.209038
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32	ptr{pointer},i32,i32	265	0.875396
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	220	0.726744
Bullet	invoke	direct	0	0	0	0	1	-	i32	ptr{pointer}	ptr{pointer}	219	0.723441
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	212	0.700317
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32	ptr{pointer},i32	209	0.690407
Bullet	call	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer}	ptr{pointer}	162	0.535148
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	160	0.528541
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	158	0.521934
Bullet	call	direct	0	0	0	0	1	-	ptr{pointer}	i64,i32	i64,i32	150	0.495507
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	147	0.485597
Bullet	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32	ptr{pointer},i32	142	0.469080
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,ptr{pointer}	ptr{pointer},i32,i32,ptr{pointer}	132	0.436047
Bullet	call	indirect	0	0	0	0	1	-	float	ptr{pointer}	ptr{pointer}	132	0.436047
Bullet	call	direct	0	0	0	0	1	-	i1	ptr{pointer}	ptr{pointer}	129	0.426136
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer,sret},ptr{pointer},ptr{pointer}	ptr{pointer,sret},ptr{pointer},ptr{pointer}	120	0.396406
Bullet	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32,ptr{pointer}	ptr{pointer},i32,ptr{pointer}	116	0.383192
Bullet	invoke	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	114	0.376586
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	111	0.366675
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer,sret},ptr{pointer}	ptr{pointer,sret},ptr{pointer}	111	0.366675
Bullet	call	direct	0	0	0	0	1	-	void	-	-	110	0.363372
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer}	ptr{pointer},i32,ptr{pointer}	95	0.313821
Bullet	call	indirect	0	0	0	0	1	-	ptr{pointer}	ptr{pointer}	ptr{pointer}	79	0.260967
Bullet	call	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer},i32	ptr{pointer},i32	77	0.254360
Bullet	invoke	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	73	0.241147
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},i32,i32,i32,i32	ptr{pointer},i32,i32,i32,i32	72	0.237844
Bullet	call	direct	0	0	0	0	1	-	ptr{pointer}	i64	i64	68	0.224630
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},float	ptr{pointer},float	65	0.214720
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer}	ptr{pointer},i32,ptr{pointer}	64	0.211416
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},ptr{pointer},float	61	0.201506
Bullet	invoke	indirect	0	0	0	0	1	-	void	ptr{pointer}	ptr{pointer}	56	0.184989
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer}	ptr{pointer}	55	0.181686
Bullet	call	direct	0	0	0	0	1	-	ptr{pointer}	i64,ptr{pointer}	i64,ptr{pointer}	48	0.158562
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	48	0.158562
Bullet	invoke	direct	0	0	0	0	1	-	ptr{pointer}	i64,i32	i64,i32	46	0.151956
Bullet	call	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	42	0.138742
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	41	0.135439
Bullet	call	direct	0	0	0	0	1	-	float	float,float,float	float,float,float	40	0.132135
Bullet	invoke	direct	0	0	0	0	1	-	float	ptr{pointer}	ptr{pointer}	40	0.132135
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},float	ptr{pointer},float	40	0.132135
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i32	ptr{pointer},i32	39	0.128832
Bullet	invoke	direct	0	0	0	0	1	-	i1	ptr{pointer}	ptr{pointer}	36	0.118922
Bullet	call	direct	0	0	0	0	1	-	%class.btQuaternion	ptr{pointer}	ptr{pointer}	35	0.115618
Bullet	call	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	33	0.109012
Bullet	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	33	0.109012
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},ptr{pointer},i32	31	0.102405
Bullet	call	indirect	0	0	0	0	1	-	%class.btVector3	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	31	0.102405
Bullet	call	direct	0	0	0	0	1	-	float	float,float	float,float	30	0.099101
Bullet	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i64	ptr{pointer},i64	30	0.099101
Bullet	call	indirect	0	0	0	0	1	-	i32	ptr{pointer}	ptr{pointer}	30	0.099101
Bullet	call	direct	0	0	0	0	1	-	%class.btQuaternion	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	29	0.095798
Bullet	call	direct	0	0	0	0	1	-	i1	i32	i32	28	0.092495
Bullet	call	direct	0	0	0	0	1	-	i1	ptr{pointer},i32	ptr{pointer},i32	28	0.092495
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	27	0.089191
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},i64,i32,i32	ptr{pointer},i64,i32,i32	27	0.089191
Bullet	invoke	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	27	0.089191
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer}	ptr{pointer},i32,ptr{pointer}	26	0.085888
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	26	0.085888
Bullet	invoke	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	26	0.085888
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},float,float,float	ptr{pointer},float,float,float	25	0.082585
Bullet	call	direct	0	0	0	0	1	-	i16	i16	i16	24	0.079281
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,i32	ptr{pointer},ptr{pointer},i32,i32	24	0.079281
Bullet	invoke	indirect	0	0	0	0	1	-	float	ptr{pointer}	ptr{pointer}	24	0.079281
Bullet	invoke	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	23	0.075978
Bullet	call	indirect	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	22	0.072674
Bullet	invoke	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer}	ptr{pointer}	22	0.072674
Bullet	call	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	21	0.069371
Bullet	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},float,ptr{pointer},ptr{pointer}	ptr{pointer},float,ptr{pointer},ptr{pointer}	21	0.069371
Bullet	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i16	ptr{pointer},i16	21	0.069371
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,ptr{pointer},i1	ptr{pointer},i32,i32,ptr{pointer},i1	21	0.069371
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer,sret},ptr{pointer},ptr{pointer}	ptr{pointer,sret},ptr{pointer},ptr{pointer}	21	0.069371
Bullet	invoke	indirect	0	0	0	0	1	-	ptr{pointer}	ptr{pointer}	ptr{pointer}	21	0.069371
Bullet	call	direct	0	0	0	0	1	-	i32	i32	i32	19	0.062764
Bullet	call	indirect	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32	ptr{pointer},i32	19	0.062764
Bullet	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	18	0.059461
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i1	18	0.059461
Bullet	call	indirect	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	18	0.059461
Bullet	invoke	indirect	0	0	0	0	1	-	i32	ptr{pointer}	ptr{pointer}	18	0.059461
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},float,float,float	ptr{pointer},ptr{pointer},float,float,float	16	0.052854
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,i32	ptr{pointer},ptr{pointer},i32,i32	16	0.052854
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	16	0.052854
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,float	ptr{pointer},i32,float	15	0.049551
Bullet	invoke	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	15	0.049551
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	15	0.049551
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},i32	ptr{pointer},i32	14	0.046247
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},float,float,float,float	ptr{pointer},float,float,float,float	14	0.046247
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},float	14	0.046247
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	14	0.046247
Bullet	call	indirect	0	0	0	0	1	-	i1	ptr{pointer}	ptr{pointer}	14	0.046247
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer},float,ptr{pointer}	ptr{pointer},float,ptr{pointer}	14	0.046247
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer},float	ptr{pointer},float	14	0.046247
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer},i32,i32	ptr{pointer},i32,i32	14	0.046247
Bullet	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	13	0.042944
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1	13	0.042944
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer,sret},ptr{pointer},float	ptr{pointer,sret},ptr{pointer},float	13	0.042944
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},ptr{pointer},float	13	0.042944
Bullet	invoke	direct	0	0	0	0	1	-	ptr{pointer}	-	-	13	0.042944
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},float,float	ptr{pointer},float,float	13	0.042944
Bullet	invoke	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	13	0.042944
Bullet	call	direct	0	0	0	0	1	-	float	i32,i32,i32,i32,i32	i32,i32,i32,i32,i32	12	0.039641
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i16,ptr{pointer},i1	ptr{pointer},i32,i16,ptr{pointer},i1	12	0.039641
Bullet	call	indirect	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	12	0.039641
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	12	0.039641
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1	12	0.039641
Bullet	invoke	indirect	0	0	0	0	1	-	void	ptr{pointer},float	ptr{pointer},float	12	0.039641
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},i64	ptr{pointer},i64	11	0.036337
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float,ptr{pointer},float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float,ptr{pointer},float	11	0.036337
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,ptr{pointer},i1	ptr{pointer},i32,i32,ptr{pointer},i1	11	0.036337
Bullet	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32,i32	ptr{pointer},i32,i32	10	0.033034
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},float,float,ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},float,float,ptr{pointer},ptr{pointer}	10	0.033034
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer},ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer}	10	0.033034
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i1	ptr{pointer},ptr{pointer},i1	10	0.033034
Bullet	invoke	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	10	0.033034
Bullet	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,i32	ptr{pointer},i32,i32	9	0.029730
Bullet	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,ptr{pointer},ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer}	9	0.029730
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},float,ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},float,ptr{pointer},ptr{pointer},ptr{pointer}	9	0.029730
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer},i32	ptr{pointer},i32,ptr{pointer},i32	9	0.029730
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer},ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer}	9	0.029730
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1	9	0.029730
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	9	0.029730
Bullet	invoke	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32,i32	ptr{pointer},i32,i32	9	0.029730
Bullet	invoke	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i64	ptr{pointer},i64	9	0.029730
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer,sret},ptr{pointer}	ptr{pointer,sret},ptr{pointer}	9	0.029730
Bullet	invoke	indirect	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	9	0.029730
Bullet	call	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},ptr{pointer},i32,i32	ptr{pointer},ptr{pointer},ptr{pointer},i32,i32	8	0.026427
Bullet	call	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	8	0.026427
Bullet	invoke	direct	0	0	0	0	1	-	float	float	float	8	0.026427
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	8	0.026427
Bullet	invoke	indirect	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	8	0.026427
Bullet	call	direct	0	0	0	0	1	-	i16	ptr{pointer}	ptr{pointer}	7	0.023124
Bullet	call	direct	0	0	0	0	1	-	i1	float	float	7	0.023124
Bullet	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	7	0.023124
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},i32	7	0.023124
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	7	0.023124
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	7	0.023124
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer},i32	ptr{pointer},i32	7	0.023124
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32	7	0.023124
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},i32	7	0.023124
Bullet	invoke	indirect	0	0	0	0	1	-	i1	ptr{pointer}	ptr{pointer}	7	0.023124
Bullet	call	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	6	0.019820
Bullet	call	direct	0	0	0	0	1	-	i32	-	-	6	0.019820
Bullet	call	direct	0	0	0	0	1	-	ptr{pointer}	-	-	6	0.019820
Bullet	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},i32,i32,i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},i32,i32,i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	6	0.019820
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},float,float,float,float,float,float	ptr{pointer},float,float,float,float,float,float	6	0.019820
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},float,float	ptr{pointer},float,float	6	0.019820
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},float,ptr{pointer},ptr{pointer}	ptr{pointer},float,ptr{pointer},ptr{pointer}	6	0.019820
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},float,ptr{pointer}	ptr{pointer},float,ptr{pointer}	6	0.019820
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},i1	ptr{pointer},i1	6	0.019820
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,i32,ptr{pointer}	ptr{pointer},i32,i32,i32,ptr{pointer}	6	0.019820
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,i32	ptr{pointer},i32,i32,i32	6	0.019820
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},float,ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},float,ptr{pointer},ptr{pointer}	6	0.019820
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},float,ptr{pointer}	ptr{pointer},ptr{pointer},float,ptr{pointer}	6	0.019820
Bullet	call	direct	0	1	0	0	1	-	i32	ptr{pointer}	ptr{pointer}	6	0.019820
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},ptr{pointer},i32	6	0.019820
Bullet	invoke	direct	0	0	0	0	1	-	%class.btQuaternion	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	6	0.019820
Bullet	invoke	direct	0	0	0	0	1	-	ptr{pointer}	i64	i64	6	0.019820
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32	ptr{pointer},i32,i32	6	0.019820
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer}	6	0.019820
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},ptr{pointer},float	6	0.019820
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1	6	0.019820
