workload	kind	callee	calling_conv	is_vararg	is_tail	is_musttail	can_lower_return	features	return_type	arg_types	split_arg_types	count	share_percent
kimwitu++	call	direct	0	0	0	0	1	-	i32	i32,ptr{pointer},ptr{pointer}	i32,ptr{pointer},ptr{pointer}	1	0.004506
kimwitu++	call	direct	0	0	0	0	1	-	i64	i64,ptr{pointer}	i64,ptr{pointer}	1	0.004506
kimwitu++	call	direct	0	0	0	0	1	-	i64	ptr{pointer},[2 x i64]	ptr{pointer},i64{consecutive},i64{consecutive,consecutive-last}	1	0.004506
kimwitu++	call	direct	0	0	0	0	1	-	i64	ptr{pointer},ptr{pointer},i64,ptr{pointer}	ptr{pointer},ptr{pointer},i64,ptr{pointer}	1	0.004506
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	[2 x ptr],[2 x ptr],ptr{pointer}	ptr{consecutive},ptr{consecutive,consecutive-last},ptr{consecutive},ptr{consecutive,consecutive-last},ptr{pointer}	1	0.004506
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	double	double	1	0.004506
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i1	ptr{pointer},i1	1	0.004506
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i64,i64,ptr{pointer}	ptr{pointer},i64,i64,ptr{pointer}	1	0.004506
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i64,ptr{pointer},i64	ptr{pointer},i64,ptr{pointer},i64	1	0.004506
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i64,ptr{pointer},ptr{pointer}	ptr{pointer},i64,ptr{pointer},ptr{pointer}	1	0.004506
kimwitu++	call	direct	0	0	0	0	1	-	void	double,ptr{pointer},ptr{pointer}	double,ptr{pointer},ptr{pointer}	1	0.004506
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer},i64,i64	ptr{pointer},i64,i64	1	0.004506
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer},i64,ptr{pointer}	ptr{pointer},i64,ptr{pointer}	1	0.004506
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},i32	1	0.004506
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i64,ptr{pointer}	ptr{pointer},ptr{pointer},i64,ptr{pointer}	1	0.004506
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},i64,i64	ptr{pointer},ptr{pointer},ptr{pointer},i64,i64	1	0.004506
kimwitu++	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},double{vararg}	ptr{pointer},ptr{pointer},double{vararg}	1	0.004506
kimwitu++	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},i64{vararg}	ptr{pointer},ptr{pointer},i64{vararg}	1	0.004506
kimwitu++	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer,vararg},double{vararg}	ptr{pointer},ptr{pointer},ptr{pointer,vararg},double{vararg}	1	0.004506
kimwitu++	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer,vararg},i32{vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},i32{vararg}	ptr{pointer},ptr{pointer},ptr{pointer,vararg},i32{vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},i32{vararg}	1	0.004506
kimwitu++	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer,vararg},i32{vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},i32{vararg},ptr{pointer,vararg}	ptr{pointer},ptr{pointer},ptr{pointer,vararg},i32{vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},i32{vararg},ptr{pointer,vararg}	1	0.004506
kimwitu++	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer,vararg},i32{vararg},ptr{pointer,vararg},ptr{pointer,vararg}	ptr{pointer},ptr{pointer},ptr{pointer,vararg},i32{vararg},ptr{pointer,vararg},ptr{pointer,vararg}	1	0.004506
kimwitu++	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},i32{vararg},ptr{pointer,vararg}	ptr{pointer},ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},i32{vararg},ptr{pointer,vararg}	1	0.004506
kimwitu++	call	indirect	0	0	0	0	1	-	void	[2 x i64]	i64{consecutive},i64{consecutive,consecutive-last}	1	0.004506
kimwitu++	invoke	direct	0	0	0	0	1	-	[2 x i64]	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	1	0.004506
kimwitu++	invoke	direct	0	0	0	0	1	-	i32	-	-	1	0.004506
kimwitu++	invoke	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	1	0.004506
kimwitu++	invoke	direct	0	0	0	0	1	-	i32	ptr{pointer}	ptr{pointer}	1	0.004506
kimwitu++	invoke	direct	0	0	0	0	1	-	i64	ptr{pointer},[2 x i64]	ptr{pointer},i64{consecutive},i64{consecutive,consecutive-last}	1	0.004506
kimwitu++	invoke	direct	0	0	0	0	1	-	i64	ptr{pointer},ptr{pointer},i64	ptr{pointer},ptr{pointer},i64	1	0.004506
kimwitu++	invoke	direct	0	0	0	0	1	-	i64	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	1	0.004506
kimwitu++	invoke	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	1	0.004506
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},double	ptr{pointer},double	1	0.004506
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i1	ptr{pointer},i1	1	0.004506
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer}	ptr{pointer},i32,ptr{pointer}	1	0.004506
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i32	ptr{pointer},i32	1	0.004506
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i64,ptr{pointer},i64	ptr{pointer},i64,ptr{pointer},i64	1	0.004506
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i64,ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},i64,ptr{pointer},ptr{pointer},ptr{pointer}	1	0.004506
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i64,ptr{pointer},ptr{pointer}	ptr{pointer},i64,ptr{pointer},ptr{pointer}	1	0.004506
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i64,ptr{pointer}	ptr{pointer},i64,ptr{pointer}	1	0.004506
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},i32	1	0.004506
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	1	0.004506
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer,sret},ptr{pointer}	ptr{pointer,sret},ptr{pointer}	1	0.004506
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer}	ptr{pointer}	682	13.969685
lencod	call	direct	0	0	0	0	1	-	i32	i32,i32	i32,i32	542	11.102007
lencod	call	direct	0	0	0	0	1	-	i32	i32	i32	359	7.353544
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32	ptr{pointer},i32	244	4.997952
lencod	call	direct	0	0	0	0	1	-	void	-	-	225	4.608767
lencod	call	direct	0	0	0	0	1	-	i32	i32,i32,i32	i32,i32,i32	215	4.403933
lencod	call	direct	0	0	0	0	1	-	i32	ptr{pointer}	ptr{pointer}	153	3.133961
lencod	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,ptr{pointer}	ptr{pointer},i32,ptr{pointer}	148	3.031544
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},i16,ptr{pointer}	ptr{pointer},i16,ptr{pointer}	122	2.498976
lencod	call	direct	0	0	0	0	1	-	ptr{pointer}	i64,i64	i64,i64	119	2.437526
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	119	2.437526
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	117	2.396559
lencod	call	direct	0	0	0	0	1	-	void	i32	i32	73	1.495289
lencod	call	direct	0	0	0	0	1	-	ptr{pointer}	i64	i64	66	1.351905
lencod	call	direct	0	0	0	0	1	-	i32	-	-	61	1.249488
lencod	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,i32	ptr{pointer},i32,i32	55	1.126587
lencod	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	55	1.126587
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32{vararg}	ptr{pointer},ptr{pointer},i32{vararg}	55	1.126587
lencod	call	indirect	0	0	0	0	1	-	i32	ptr{pointer},i32,i32,i32,i32,i32	ptr{pointer},i32,i32,i32,i32,i32	49	1.003687
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},i64,ptr{pointer}	ptr{pointer},i64,ptr{pointer}	48	0.983204
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer}	ptr{pointer}	46	0.942237
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},double{vararg}	ptr{pointer},ptr{pointer},double{vararg}	42	0.860303
lencod	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,i32,i32	ptr{pointer},i32,i32,i32	41	0.839820
lencod	call	direct	0	0	0	0	1	-	void	i32,i32,i32,ptr{pointer}	i32,i32,i32,ptr{pointer}	41	0.839820
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer,vararg}	ptr{pointer},ptr{pointer},ptr{pointer,vararg}	40	0.819336
lencod	call	indirect	0	0	0	0	1	-	i32	ptr{pointer},i32,i32,i32,i32,i32,i32,i32	ptr{pointer},i32,i32,i32,i32,i32,i32,i32	40	0.819336
lencod	call	indirect	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32,i32	ptr{pointer},i32,i32	40	0.819336
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32	ptr{pointer},i32,i32	39	0.798853
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},i64{vararg}	ptr{pointer},ptr{pointer},i64{vararg}	39	0.798853
lencod	call	direct	0	0	0	0	1	-	double	double	double	38	0.778370
lencod	call	direct	0	0	0	0	1	-	double	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	34	0.696436
lencod	call	direct	0	0	0	0	1	-	ptr{pointer}	-	-	34	0.696436
lencod	call	indirect	0	0	0	0	1	-	void	i32,i32,i32,i32,ptr{pointer}	i32,i32,i32,i32,ptr{pointer}	27	0.553052
lencod	call	direct	0	0	0	0	1	-	i32	i32,ptr{pointer},i32,ptr{pointer}	i32,ptr{pointer},i32,ptr{pointer}	25	0.512085
lencod	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,i32,i32,i32	ptr{pointer},i32,i32,i32,i32	24	0.491602
lencod	call	direct	0	0	0	0	1	-	i64	ptr{pointer}	ptr{pointer}	24	0.491602
lencod	call	direct	0	0	0	0	1	-	void	i32,i32	i32,i32	24	0.491602
lencod	call	direct	0	0	0	0	1	-	void	i32,i32,i32,ptr{pointer},ptr{pointer},ptr{pointer}	i32,i32,i32,ptr{pointer},ptr{pointer},ptr{pointer}	23	0.471118
lencod	call	direct	0	0	0	0	1	-	void	i32,i32,ptr{pointer}	i32,i32,ptr{pointer}	21	0.430152
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer,vararg}	ptr{pointer},ptr{pointer,vararg}	21	0.430152
lencod	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	20	0.409668
lencod	call	direct	0	0	0	0	1	-	void	i32,i32,ptr{pointer},ptr{pointer}	i32,i32,ptr{pointer},ptr{pointer}	18	0.368701
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},i64,ptr{pointer},ptr{pointer,vararg}	ptr{pointer},i64,ptr{pointer},ptr{pointer,vararg}	18	0.368701
lencod	call	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	18	0.368701
lencod	call	direct	0	0	0	0	1	-	ptr{pointer}	i32	i32	16	0.327735
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},i16	ptr{pointer},i16	16	0.327735
lencod	call	direct	0	0	0	0	1	-	double	double,double	double,double	15	0.307251
lencod	call	direct	0	0	0	0	1	-	i32	i32,ptr{pointer}	i32,ptr{pointer}	15	0.307251
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},i32{vararg}	ptr{pointer},i32{vararg}	14	0.286768
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	13	0.266284
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},i64,ptr{pointer},i32{vararg}	ptr{pointer},i64,ptr{pointer},i32{vararg}	13	0.266284
lencod	call	direct	0	0	0	0	1	-	void	i32,i32,i32,i32,i32	i32,i32,i32,i32,i32	12	0.245801
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},double{vararg},double{vararg},double{vararg}	ptr{pointer},ptr{pointer},double{vararg},double{vararg},double{vararg}	12	0.245801
lencod	call	direct	0	0	0	0	1	-	ptr{pointer}	i32,i32,i32,i32,i32	i32,i32,i32,i32,i32	11	0.225317
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},i64,i64,ptr{pointer}	ptr{pointer},i64,i64,ptr{pointer}	11	0.225317
lencod	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32	ptr{pointer},i32	10	0.204834
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,i32	ptr{pointer},i32,i32,i32	10	0.204834
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},i64{vararg},double{vararg}	ptr{pointer},ptr{pointer},i64{vararg},double{vararg}	10	0.204834
lencod	call	indirect	0	0	0	0	1	-	i32	ptr{pointer}	ptr{pointer}	10	0.204834
lencod	call	direct	0	0	0	0	1	-	i64	ptr{pointer},i64,i64,ptr{pointer}	ptr{pointer},i64,i64,ptr{pointer}	9	0.184351
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg}	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg}	9	0.184351
lencod	call	direct	0	0	0	0	1	-	i32	i32,i32,i32,i32	i32,i32,i32,i32	8	0.163867
lencod	call	direct	0	0	0	0	1	-	void	i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	8	0.163867
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,i32,i32,i32,i32,i32	ptr{pointer},i32,i32,i32,i32,i32,i32,i32	8	0.163867
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,i32,i32,i32,i32	ptr{pointer},ptr{pointer},i32,i32,i32,i32,i32	8	0.163867
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i16,i32,ptr{pointer},ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i16,i32,ptr{pointer},ptr{pointer},ptr{pointer},i32	8	0.163867
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},double{vararg},double{vararg}	ptr{pointer},ptr{pointer},double{vararg},double{vararg}	8	0.163867
lencod	call	indirect	0	0	0	0	1	-	i32	ptr{pointer},i32	ptr{pointer},i32	8	0.163867
lencod	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,i32,i32,i32,i32	ptr{pointer},i32,i32,i32,i32,i32	7	0.143384
lencod	call	direct	0	0	0	0	1	-	i64	i32,ptr{pointer},i64	i32,ptr{pointer},i64	7	0.143384
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},i32{vararg},i32{vararg},i32{vararg},double{vararg},double{vararg},double{vararg},i32{vararg},i32{vararg},ptr{pointer,vararg},i32{vararg}	ptr{pointer},i32{vararg},i32{vararg},i32{vararg},double{vararg},double{vararg},double{vararg},i32{vararg},i32{vararg},ptr{pointer,vararg},i32{vararg}	7	0.143384
lencod	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i64	ptr{pointer},ptr{pointer},i64	6	0.122900
lencod	call	direct	0	0	0	0	1	-	i64	i32,i64,i32	i32,i64,i32	6	0.122900
lencod	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},i64	ptr{pointer},ptr{pointer},i64	6	0.122900
lencod	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer}	ptr{pointer}	6	0.122900
lencod	call	direct	0	0	0	0	1	-	void	i32,i32,i32,i32,i32,i16,i16	i32,i32,i32,i32,i32,i16,i16	6	0.122900
lencod	call	direct	0	0	0	0	1	-	void	i32,ptr{pointer},i32,ptr{pointer},ptr{pointer},i32	i32,ptr{pointer},i32,ptr{pointer},ptr{pointer},i32	6	0.122900
lencod	call	direct	0	0	0	0	1	-	void	i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i16,ptr{pointer}	i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i16,ptr{pointer}	6	0.122900
lencod	call	direct	0	0	0	0	1	-	void	i64,i64	i64,i64	6	0.122900
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,i32,float	ptr{pointer},i32,i32,i32,float	6	0.122900
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,i32,ptr{pointer}	ptr{pointer},i32,i32,i32,ptr{pointer}	6	0.122900
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,ptr{pointer},i16,ptr{pointer}	ptr{pointer},i32,i32,ptr{pointer},i16,ptr{pointer}	6	0.122900
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,i32	ptr{pointer},ptr{pointer},i32,i32	6	0.122900
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},i16,i32,i32,i32,i32,i32	ptr{pointer},ptr{pointer},ptr{pointer},i16,i32,i32,i32,i32,i32	6	0.122900
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i32,i32,i32,i32,i32,i32	ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i32,i32,i32,i32,i32,i32	6	0.122900
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},i64,ptr{pointer},i32{vararg},i32{vararg}	ptr{pointer},i64,ptr{pointer},i32{vararg},i32{vararg}	6	0.122900
lencod	call	direct	0	0	0	0	1	-	void	i64,ptr{pointer}	i64,ptr{pointer}	5	0.102417
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer}	ptr{pointer},i32,ptr{pointer}	5	0.102417
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},i32{vararg},i32{vararg},i32{vararg},i32{vararg},double{vararg},double{vararg},double{vararg},i32{vararg},i32{vararg},ptr{pointer,vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg}	ptr{pointer},i32{vararg},i32{vararg},i32{vararg},i32{vararg},double{vararg},double{vararg},double{vararg},i32{vararg},i32{vararg},ptr{pointer,vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg}	5	0.102417
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},i32{vararg},i32{vararg}	ptr{pointer},i32{vararg},i32{vararg}	5	0.102417
lencod	call	indirect	0	0	0	0	1	-	void	-	-	5	0.102417
lencod	call	direct	0	0	0	0	1	-	double	double,double,double	double,double,double	4	0.081934
lencod	call	direct	0	0	0	0	1	-	double	i32	i32	4	0.081934
lencod	call	direct	0	0	0	0	1	-	i32	double,ptr{pointer}	double,ptr{pointer}	4	0.081934
lencod	call	direct	0	0	0	0	1	-	i32	i32,i32,i32,i32,i32,i32,i32	i32,i32,i32,i32,i32,i32,i32	4	0.081934
lencod	call	direct	0	0	0	0	1	-	i32	i32,i32,i32,i32,i32	i32,i32,i32,i32,i32	4	0.081934
lencod	call	direct	0	0	0	0	1	-	i32	i32,i32,ptr{pointer}	i32,i32,ptr{pointer}	4	0.081934
lencod	call	direct	0	0	0	0	1	-	i32	i32,ptr{pointer},i32	i32,ptr{pointer},i32	4	0.081934
lencod	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i16,i32,i32,i32,i32,i16,i16,ptr{pointer},ptr{pointer},i32,i32,i32	ptr{pointer},i16,i32,i32,i32,i32,i16,i16,ptr{pointer},ptr{pointer},i32,i32,i32	4	0.081934
lencod	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32,i16,i32,i32,i16,i16	ptr{pointer},ptr{pointer},i32,i16,i32,i32,i16,i16	4	0.081934
lencod	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer}	4	0.081934
lencod	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},i32	4	0.081934
lencod	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	4	0.081934
lencod	call	direct	0	0	0	0	1	-	i64	ptr{pointer},i64,ptr{pointer},ptr{pointer}	ptr{pointer},i64,ptr{pointer},ptr{pointer}	4	0.081934
lencod	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32	ptr{pointer},i32	4	0.081934
lencod	call	direct	0	0	0	0	1	-	void	i32,i8,i32,i32,i32,i32,i32	i32,i8,i32,i32,i32,i32,i32	4	0.081934
lencod	call	direct	0	0	0	0	1	-	void	i32,ptr{pointer},ptr{pointer},i32	i32,ptr{pointer},ptr{pointer},i32	4	0.081934
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,i32,i32,i32,i32,i32,i32,i32,i32	ptr{pointer},i32,i32,i32,i32,i32,i32,i32,i32,i32,i32	4	0.081934
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,i32,i32,i32,i32,i32,i32	ptr{pointer},ptr{pointer},i32,i32,i32,i32,i32,i32,i32	4	0.081934
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},i64,ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg}	ptr{pointer},i64,ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg}	4	0.081934
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg},i32{vararg}	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg},i32{vararg}	4	0.081934
lencod	call	direct	0	0	0	0	1	-	i32	i32,i32,ptr{pointer},i32	i32,i32,ptr{pointer},i32	3	0.061450
lencod	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i16,i32,i32,i32,i32,i16,i16,i16,i16,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i32	ptr{pointer},i16,i32,i32,i32,i32,i16,i16,i16,i16,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i32	3	0.061450
lencod	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i16,i32,i32,i32,i32,i16,i16,ptr{pointer},ptr{pointer},i32,i32,i32,i32	ptr{pointer},i16,i32,i32,i32,i32,i16,i16,ptr{pointer},ptr{pointer},i32,i32,i32,i32	3	0.061450
lencod	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,i32,ptr{pointer},ptr{pointer}	ptr{pointer},i32,i32,ptr{pointer},ptr{pointer}	3	0.061450
lencod	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i64,i32	ptr{pointer},i64,i32	3	0.061450
lencod	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32,i32,i32,i32,i32	ptr{pointer},ptr{pointer},i32,i32,i32,i32,i32	3	0.061450
lencod	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32,i32	ptr{pointer},i32,i32	3	0.061450
lencod	call	direct	0	0	0	0	1	-	void	i32,i32,i32	i32,i32,i32	3	0.061450
lencod	call	direct	0	0	0	0	1	-	void	i32,ptr{pointer}	i32,ptr{pointer}	3	0.061450
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,i32,i32,ptr{pointer}	ptr{pointer},i32,i32,i32,i32,ptr{pointer}	3	0.061450
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer},i32	ptr{pointer},i32,ptr{pointer},i32	3	0.061450
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,i32,i32	ptr{pointer},ptr{pointer},i32,i32,i32	3	0.061450
lencod	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer}	3	0.061450
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg}	ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg}	3	0.061450
lencod	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg}	ptr{pointer},ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg}	3	0.061450
lencod	call	indirect	0	0	0	0	1	-	void	i32,ptr{pointer},ptr{pointer}	i32,ptr{pointer},ptr{pointer}	3	0.061450
lencod	call	direct	0	0	0	0	1	-	double	-	-	2	0.040967
lencod	call	direct	0	0	0	0	1	-	i16	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i16,ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i16,ptr{pointer},ptr{pointer},ptr{pointer}	2	0.040967
lencod	call	direct	0	0	0	0	1	-	i32	double,i32,ptr{pointer},ptr{pointer},i32	double,i32,ptr{pointer},ptr{pointer},i32	2	0.040967
lencod	call	direct	0	0	0	0	1	-	i32	double	double	2	0.040967
lencod	call	direct	0	0	0	0	1	-	i32	i32,double,ptr{pointer}	i32,double,ptr{pointer}	2	0.040967
